1,14,-19,92,376,691,1,1,1
1,13,-7,223,369,571,1,1,1
1,12,853,416,26,71,1,1,1
1,11,626,423,51,173,1,1,1
1,10,1229,411,32,83,1,1,1
1,9,1180,411,37,96,1,1,1
1,8,1107,407,29,84,1,1,1
1,7,553,428,55,170,1,1,1
1,6,577,419,60,179,1,1,1
1,5,731,418,60,183,1,1,1
1,4,680,413,67,190,1,1,1
1,3,1479,411,76,194,1,1,1
1,2,1366,387,65,221,1,1,1
1,1,470,426,68,178,1,1,1
2,15,819,420,23,63,1,1,1
2,13,10,317,333,480,1,1,1
2,12,854,415,26,72,1,1,1
2,11,630,414,49,162,1,1,1
2,10,1217,410,32,85,1,1,1
2,9,1176,408,37,97,1,1,1
2,8,1101,408,30,86,1,1,1
2,7,544,422,58,175,1,1,1
2,6,580,422,55,171,1,1,1
2,5,723,421,56,175,1,1,1
2,4,682,412,69,190,1,1,1
2,3,1468,411,76,193,1,1,1
2,2,1366,388,65,233,1,1,1
2,1,461,421,71,184,1,1,1
3,16,785,424,21,59,1,1,1
3,15,819,419,24,67,1,1,1
3,14,0,253,333,542,1,1,1
3,13,15,340,308,442,1,1,1
3,12,853,415,25,72,1,1,1
3,11,622,423,53,171,1,1,1
3,10,1212,409,32,86,1,1,1
3,8,1099,408,30,85,1,1,1
3,7,537,419,62,180,1,1,1
3,4,685,415,70,186,1,1,1
3,3,1461,413,76,190,1,1,1
3,2,1361,385,69,241,1,1,1
3,1,452,420,74,186,1,1,1
4,13,-2,294,324,477,1,1,1
4,11,618,424,56,178,1,1,1
4,8,1088,403,32,92,1,1,1
4,7,534,418,64,185,1,1,1
4,4,684,417,72,187,1,1,1
4,3,1454,413,75,193,1,1,1
4,2,1359,384,70,246,1,1,1
4,1,447,423,74,181,1,1,1
5,14,7,339,301,467,1,1,1
5,13,-6,277,324,493,1,1,1
5,11,608,424,56,182,1,1,1
5,7,536,422,63,182,1,1,1
5,4,659,415,72,190,1,1,1
5,3,1444,418,74,190,1,1,1
5,2,1356,389,70,246,1,1,1
5,1,436,428,74,179,1,1,1
6,14,9,348,289,451,1,1,1
6,13,-12,265,311,507,1,1,1
6,11,594,425,56,180,1,1,1
6,7,540,428,60,175,1,1,1
6,4,651,417,72,191,1,1,1
6,3,1434,421,75,188,1,1,1
6,2,1357,391,71,249,1,1,1
6,1,431,432,72,175,1,1,1
7,14,8,378,295,476,1,1,1
7,13,-4,297,308,511,1,1,1
7,11,589,426,57,181,1,1,1
7,7,540,428,62,176,1,1,1
7,4,646,420,71,192,1,1,1
7,3,1430,424,74,188,1,1,1
7,2,1356,395,71,247,1,1,1
7,1,425,434,73,177,1,1,1
8,14,11,359,284,471,1,1,1
8,13,-7,271,298,520,1,1,1
8,11,590,429,56,180,1,1,1
8,7,544,433,58,172,1,1,1
8,4,644,420,73,195,1,1,1
8,3,1428,426,72,186,1,1,1
8,2,1357,400,71,247,1,1,1
8,1,422,435,73,180,1,1,1
9,17,507,431,57,178,1,1,1
9,14,6,353,276,473,1,1,1
